Course_ID,Section_ID,Title,Details,Meetings_Days,Meetings_Time,Term_Dates,Instructor,Instructor_last,CU,Starting_Time,Term,base_course_quality,base_instructor_quality,base_difficulty,base_work_required,review_rCourseQuality,review_rInstructorQuality,review_rDifficulty,review_rWorkRequired
OIDD-5150,OIDD-5150‐402,Product Design,Cannot be taken Pass/Fail.,W,12:00p - 2:59p,"Full, 14 Jan - 29 Apr",Ulrich,Ulrich,1.0,12:00p,Full,2.852,2.978,1.787,2.451,2.8268181818181812,2.855454545454545,1.7145454545454542,2.4140909090909095
OIDD-5150,OIDD-5150‐403,Product Design,Cannot be taken Pass/Fail.,T,12:00p - 2:59p,"Full, 14 Jan - 29 Apr",Marcovitz,Marcovitz,1.0,12:00p,Full,2.852,2.978,1.787,2.451,2.8129999999999997,2.835,1.704,2.4405
OIDD-5150,OIDD-5150‐403,Product Design,Cannot be taken Pass/Fail.,T,12:00p - 2:59p,"Full, 14 Jan - 29 Apr",Ulrich,Ulrich,1.0,12:00p,Full,2.852,2.978,1.787,2.451,2.8268181818181812,2.855454545454545,1.7145454545454542,2.4140909090909095
OIDD-6120,OIDD-6120‐006,Business Analytics,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Savin,Savin,0.5,10:15a,Q2,2.685,2.902,2.682,2.566,2.7628571428571433,3.1539285714285716,2.3367857142857145,2.340357142857143
OIDD-6120,OIDD-6120‐008,Business Analytics,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Q2, 16 Mar - 23 Apr",Savin,Savin,0.5,1:45p,Q2,2.685,2.902,2.682,2.566,2.7628571428571433,3.1539285714285716,2.3367857142857145,2.340357142857143
OIDD-6130,OIDD-6130‐002,Online Business Models and the Information-Based Firm,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Rock,Rock,0.5,10:15a,Q2,2.066,2.366,2.01,2.01,2.6,2.8539999999999996,2.328,2.5060000000000002
OIDD-6130,OIDD-6130‐004,Online Business Models and the Information-Based Firm,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Q2, 16 Mar - 23 Apr",Rock,Rock,0.5,1:45p,Q2,2.066,2.366,2.01,2.01,2.6,2.8539999999999996,2.328,2.5060000000000002
OIDD-6130,OIDD-6130‐006,Online Business Models and the Information-Based Firm,Cannot be taken Pass/Fail.,TR,3:30p - 4:59p,"Q2, 16 Mar - 23 Apr",Rock,Rock,0.5,3:30p,Q2,2.066,2.366,2.01,2.01,2.6,2.8539999999999996,2.328,2.5060000000000002
OIDD-6150,OIDD-6150‐001,Operations Strategy,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,MW,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Veeraraghavan,Veeraraghavan,0.5,10:15a,Q1,2.973,3.279,2.654,2.502,2.980208333333333,3.289375,2.582708333333334,2.4445833333333336
OIDD-6150,OIDD-6150‐003,Operations Strategy,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,MW,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Veeraraghavan,Veeraraghavan,0.5,1:45p,Q1,2.973,3.279,2.654,2.502,2.980208333333333,3.289375,2.582708333333334,2.4445833333333336
OIDD-6150,OIDD-6150‐005,Operations Strategy,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,TR,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Veeraraghavan,Veeraraghavan,0.5,10:15a,Q1,2.973,3.279,2.654,2.502,2.980208333333333,3.289375,2.582708333333334,2.4445833333333336
OIDD-6150,OIDD-6150‐007,Operations Strategy,Cannot be taken Pass/Fail. First class attendance mandatory. Enrolled students who miss the first class will be automatically dropped. Waitlist will shut down at first class,TR,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Veeraraghavan,Veeraraghavan,0.5,1:45p,Q1,2.973,3.279,2.654,2.502,2.980208333333333,3.289375,2.582708333333334,2.4445833333333336
OIDD-6360,OIDD-6360‐001,Scaling Operations: Linking Strategy and Execution,Cannot be taken Pass/Fail.,T,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Allon,Allon,1.0,3:30p,Full,3.563,3.741,2.739,2.847,3.5625806451612907,3.740967741935483,2.7387096774193544,2.8467741935483866
OIDD-6360,OIDD-6360‐002,Scaling Operations: Linking Strategy and Execution,Cannot be taken Pass/Fail.,W,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Allon,Allon,1.0,3:30p,Full,3.563,3.741,2.739,2.847,3.5625806451612907,3.740967741935483,2.7387096774193544,2.8467741935483866
OIDD-6630,OIDD-6630‐002,Databases for Analytics,Cannot be taken Pass/Fail.,T,3:30p - 6:29p,"Q2, 16 Mar - 23 Apr",Hitt,Hitt,0.5,3:30p,Q2,3.14,3.11,2.74,2.53,3.14,3.11,2.74,2.53
OIDD-6670,OIDD-6670‐003,"A.I., Business, and Society",Cannot be taken Pass/Fail.,MW,8:30a - 9:59a,"Q1, 20 Jan - 2 Mar",Meursault,Meursault,0.5,8:30a,Q1,3.105,3.378,1.828,1.762,2.87,3.15,1.79,1.69
OIDD-6670,OIDD-6670‐751,"BW: A.I Business, and Society",Cannot be taken Pass/Fail. [BLOCK WEEK COURSE - LOCATION: SAN FRANCISCO] Attendance mandatory for all sessions. ADD DEADLINE: March 6 - 9:00AM PT. DROP DEADLINE: March 10 - 9:00 AM PT. Schedule: https://mba-inside.wharton.upenn.edu/academics/modularterms/,TBA,12:00a - 12:00a,"Modular, 7 Mar - 15 Mar",Hosanagar,Hosanagar,0.5,12:00a,Modular,,,,,,,,
OIDD-6730,OIDD-6730‐001,Global Supply Chain Mgmt.,,TR,8:30a - 9:59a,"Q1, 20 Jan - 2 Mar",Gallino,Gallino,0.5,8:30a,Q1,2.753,2.781,1.848,2.114,3.0175,3.1475,1.71,2.0625
OIDD-6730,OIDD-6730‐003,Global Supply Chain Mgmt.,,TR,10:15a - 11:44a,"Q1, 20 Jan - 2 Mar",Gallino,Gallino,0.5,10:15a,Q1,2.753,2.781,1.848,2.114,3.0175,3.1475,1.71,2.0625
OIDD-6750,OIDD-6750‐001,Financial Services Management,Cannot be taken Pass/Fail.,MW,8:30a - 9:59a,"Q1, 14 Jan - 4 Mar",Harker,Harker,0.5,8:30a,Q1,,,,,,,,
OIDD-6750,OIDD-6750‐003,Financial Services Management,Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Q1, 14 Jan - 4 Mar",Harker,Harker,0.5,10:15a,Q1,,,,,,,,
OIDD-6900,OIDD-6900‐401MGMT-6900‐401,Managerial Decision Making,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Milkman,Milkman,1.0,10:15a,Full,3.025,3.283,1.825,2.151,3.094666666666667,3.4099999999999997,1.9833333333333334,2.2520000000000002
OIDD-6900,OIDD-6900‐402MGMT-6900‐402,Managerial Decision Making,Cannot be taken Pass/Fail.,TR,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Milkman,Milkman,1.0,12:00p,Full,3.025,3.283,1.825,2.151,3.094666666666667,3.4099999999999997,1.9833333333333334,2.2520000000000002
OIDD-6910,OIDD-6910‐401,Negotiations,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Santoro,Santoro,1.0,1:45p,Full,3.215,3.246,1.929,2.173,,,,
OIDD-6910,OIDD-6910‐402,Negotiations,Cannot be taken Pass/Fail.,MW,3:30p - 4:59p,"Full, 20 Jan - 23 Apr",Santoro,Santoro,1.0,3:30p,Full,3.215,3.246,1.929,2.173,,,,
OIDD-6920,OIDD-6920‐701LGST-6920‐701MGMT-6920‐701,BW: Advanced Topics Negotiation,Cannot be taken Pass/Fail. [BLOCK WEEK COURSE - LOCATION: PHILADELPHIA] Attendance mandatory for all sessions. ADD DEADLINE: March 6 - 9:00AM ET. DROP DEADLINE: March 10 - 9:00 AM ET. Schedule: https://mba-inside.wharton.upenn.edu/academics/modularterms/,TBA,12:00a - 12:00a,"Modular, 7 Mar - 15 Mar",Schweitzer,Schweitzer,0.5,12:00a,Modular,,,,,,,,
OIDD-7050,OIDD-7050‐001,Leading With Grit: How to Inspire with Passion and Perseverance for Long-Term Goals,,W,3:30p - 6:29p,"Q1, 20 Jan - 2 Mar",Duckworth,Duckworth,0.5,3:30p,Q1,2.888,3.335,1.152,1.69,2.8875,3.335,1.1524999999999999,1.69
OIDD-7050,OIDD-7050‐003,Leading With Grit: How to Inspire with Passion and Perseverance for Long-Term Goals,,R,3:30p - 6:29p,"Q1, 20 Jan - 2 Mar",Duckworth,Duckworth,0.5,3:30p,Q1,2.888,3.335,1.152,1.69,2.8875,3.335,1.1524999999999999,1.69
REAL-7080,REAL-7080‐401BEPP-7080‐401,Housing Markets,,R,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Shertzer,Shertzer,1.0,3:30p,Full,3.143,3.379,3.012,2.557,,,,
REAL-7210,REAL-7210‐401FNCE-7210‐401,Real Estate Investment: Analysis and Financing,,TR,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Keys,Keys,1.0,10:15a,Full,2.851,2.958,2.888,2.88,3.1600000000000006,3.3614285714285708,2.907857142857143,2.8771428571428577
REAL-7210,REAL-7210‐402FNCE-7210‐402,Real Estate Investment: Analysis and Financing,,MW,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Sinai,Sinai,1.0,10:15a,Full,2.851,2.958,2.888,2.88,2.9070588235294115,3.0897058823529413,2.9776470588235298,2.9808823529411765
REAL-7240,REAL-7240‐401,Urban Real Estate Economics,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Duranton,Duranton,1.0,10:15a,Full,2.39,2.545,1.94,1.84,,,,
REAL-8210,REAL-8210‐401,Real Estate Development,Cannot be taken Pass/Fail.,W,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Nakahara,Nakahara,1.0,3:30p,Full,3.344,3.504,3.332,3.462,3.626666666666667,3.8033333333333332,3.8066666666666666,3.9166666666666665
REAL-8210,REAL-8210‐401,Real Estate Development,Cannot be taken Pass/Fail.,W,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Moore,Moore,1.0,3:30p,Full,3.344,3.504,3.332,3.462,,,,
REAL-8210,REAL-8210‐401,Real Estate Development,Cannot be taken Pass/Fail.,W,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Dona,Dona,1.0,3:30p,Full,3.344,3.504,3.332,3.462,,,,
REAL-8360,REAL-8360‐401BEPP-8360‐401,International Housing Comparisons,,MW,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Wachter,Wachter,1.0,12:00p,Full,2.322,2.617,2.555,2.362,2.3216666666666663,2.6166666666666667,2.555,2.361666666666667
REAL-8400,REAL-8400‐401,Advanced Real Estate Investment and Analysis,Cannot be taken Pass/Fail.,M,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Sinai,Sinai,1.0,3:30p,Full,3.114,3.238,3.574,3.551,2.992222222222223,3.116666666666666,3.602222222222222,3.54
REAL-8700,REAL-8700‐001,Real Estate Data Analytics,,TR,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Keys,Keys,0.5,1:45p,Q1,2.68,3.14,2.39,2.17,2.68,3.14,2.39,2.17
REAL-8750,REAL-8750‐401,Real Estate Disruptions,Cannot be taken Pass/Fail.,T,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Mack,Mack,1.0,3:30p,Full,2.352,2.371,2.13,2.232,2.3525,2.7199999999999998,2.13,2.2325
REAL-8750,REAL-8750‐401,Real Estate Disruptions,Cannot be taken Pass/Fail.,T,3:30p - 6:29p,"Full, 20 Jan - 23 Apr",Duranton,Duranton,1.0,3:30p,Full,2.352,2.371,2.13,2.232,2.3525,2.0225,2.13,2.2325
STAT-7050,STAT-7050‐001,Statistical Computing with R,,MW,3:30p - 4:59p,"Q1, 20 Jan - 2 Mar",Su,Su,0.5,3:30p,Q1,2.742,2.816,2.813,2.936,2.5380000000000003,2.398,2.63,2.794
STAT-7050,STAT-7050‐002,Statistical Computing with R,,MW,3:30p - 4:59p,"Q2, 16 Mar - 23 Apr",Su,Su,0.5,3:30p,Q2,2.742,2.816,2.813,2.936,2.5380000000000003,2.398,2.63,2.794
STAT-7100,STAT-7100‐002,Data Collection and Acquisition: Strategies and Platforms,,TR,10:15a - 11:44a,"Q2, 16 Mar - 23 Apr",Waterman,Waterman,0.5,10:15a,Q2,2.948,3.322,1.945,2.122,2.9475,3.3225000000000002,1.945,2.1224999999999996
STAT-7220,STAT-7220‐401,Predictive Analytics for Business,,MW,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Waterman,Waterman,0.5,1:45p,Q1,2.954,3.147,2.756,2.641,3.2066666666666666,3.5293333333333328,2.8546666666666667,2.576
STAT-7230,STAT-7230‐401,Applied Machine Learning in Business,,TR,5:15p - 6:44p,"Full, 14 Jan - 29 Apr",Ding,Ding,1.0,5:15p,Full,,,,,,,,
STAT-7730,STAT-7730‐001,Data Science Using ChatGPT: Modern Statistical Methods,,TR,3:30p - 4:59p,"Full, 20 Jan - 23 Apr",Padmanabhan,Padmanabhan,1.0,3:30p,Full,2.83,3.19,2.74,2.41,2.83,3.19,2.74,2.41
STAT-7770,STAT-7770‐401,Introduction to Python for Data Science,,MW,1:45p - 3:14p,"Q1, 20 Jan - 2 Mar",Knox,Knox,0.5,1:45p,Q1,2.816,3.112,2.628,2.694,2.6333333333333333,2.93,3.186666666666667,3.17
STAT-7770,STAT-7770‐402,Introduction to Python for Data Science,,MW,1:45p - 3:14p,"Q2, 16 Mar - 23 Apr",Knox,Knox,0.5,1:45p,Q2,2.816,3.112,2.628,2.694,2.6333333333333333,2.93,3.186666666666667,3.17
WHCP-6160,WHCP-6160‐001,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,M,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Guiher,Guiher,0.5,8:30a,Full,,,,,,,,
WHCP-6160,WHCP-6160‐002,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,M,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Guiher,Guiher,0.5,10:15a,Full,,,,,,,,
WHCP-6160,WHCP-6160‐003,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,M,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Cleghorn,Cleghorn,0.5,12:00p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐004,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,M,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Cleghorn,Cleghorn,0.5,1:45p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐005,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,M,3:30p - 4:59p,"Full, 20 Jan - 23 Apr",Maia,Maia,0.5,3:30p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐006,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,T,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Sheldon,Sheldon,0.5,8:30a,Full,,,,,,,,
WHCP-6160,WHCP-6160‐007,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,T,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Miller,Miller,0.5,10:15a,Full,,,,,,,,
WHCP-6160,WHCP-6160‐008,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,T,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Hayes,Hayes,0.5,12:00p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐009,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,T,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Senior,Senior,0.5,1:45p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐010,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,T,3:30p - 4:59p,"Full, 20 Jan - 23 Apr",Senior,Senior,0.5,3:30p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐011,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,W,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Floyd,Floyd,0.5,8:30a,Full,,,,,,,,
WHCP-6160,WHCP-6160‐012,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,W,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Watson,Watson,0.5,10:15a,Full,,,,,,,,
WHCP-6160,WHCP-6160‐013,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,W,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Perry,Perry,0.5,12:00p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐014,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,W,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Fitzgerald,Fitzgerald,0.5,1:45p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐015,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,W,3:30p - 4:59p,"Full, 20 Jan - 23 Apr",Fitzgerald,Fitzgerald,0.5,3:30p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐016,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,R,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Malone,Malone,0.5,8:30a,Full,,,,,,,,
WHCP-6160,WHCP-6160‐017,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,R,10:15a - 11:44a,"Full, 20 Jan - 23 Apr",Evans,Evans,0.5,10:15a,Full,,,,,,,,
WHCP-6160,WHCP-6160‐018,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,R,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Evans,Evans,0.5,12:00p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐019,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,R,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Mourad,Mourad,0.5,1:45p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐020,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,R,3:30p - 4:59p,"Full, 20 Jan - 23 Apr",Clemons,Clemons,0.5,3:30p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐021,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,M,5:15p - 6:44p,"Full, 20 Jan - 23 Apr",Schmidt,Schmidt,0.5,5:15p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐022,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,T,5:15p - 6:44p,"Full, 20 Jan - 23 Apr",Jacobo,Jacobo,0.5,5:15p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐023,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,W,5:15p - 6:44p,"Full, 20 Jan - 23 Apr",Denehy,Denehy,0.5,5:15p,Full,,,,,,,,
WHCP-6160,WHCP-6160‐024,Management Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,M,8:30a - 9:59a,"Full, 20 Jan - 23 Apr",Chen,Chen,0.5,8:30a,Full,,,,,,,,
WHCP-6180,WHCP-6180‐001,Entrepreneurial Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,T,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Weiss,Weiss,0.5,12:00p,Full,,,,,,,,
WHCP-6180,WHCP-6180‐002,Entrepreneurial Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,W,1:45p - 3:14p,"Full, 20 Jan - 23 Apr",Zod,Zod,0.5,1:45p,Full,,,,,,,,
WHCP-6180,WHCP-6180‐003,Entrepreneurial Communication,Cannot be taken Pass/Fail. Unlocked in Spring '26 for students in cohorts B/D/F/H/J/L. 1st-year students in these cohorts who have not enrolled in a WHCP section by the add/drop deadline of Jan. 26 will automatically be added to a section with capacity.,W,12:00p - 1:29p,"Full, 20 Jan - 23 Apr",Stolte,Stolte,0.5,12:00p,Full,,,,,,,,
