Course_ID,Section_ID,Title,Details,Meetings_Days,Meetings_Time,Term_Dates,Instructor,Instructor_last,CU,Starting_Time,Term,base_course_quality,base_instructor_quality,base_difficulty,base_work_required,review_rCourseQuality,review_rInstructorQuality,review_rDifficulty,review_rWorkRequired
LGST-8060,LGST-8060‐407,Negotiations,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Full, 25 Aug - 3 Dec",Max,Max,1.0,1:45p,Full,3.09,3.097,1.924,2.08,3.0492857142857135,3.073333333333333,1.7547619047619045,2.1826190476190472
LGST-8060,LGST-8060‐408,Negotiations,Cannot be taken Pass/Fail.,MW,3:30p - 4:59p,"Full, 25 Aug - 3 Dec",Max,Max,1.0,3:30p,Full,3.09,3.097,1.924,2.08,3.0492857142857135,3.073333333333333,1.7547619047619045,2.1826190476190472
LGST-8060,LGST-8060‐409,Negotiations,Cannot be taken Pass/Fail.,T,3:30p - 6:29p,"Full, 25 Aug - 3 Dec",Bhatia,Bhatia,1.0,3:30p,Full,3.09,3.097,1.924,2.08,3.2666666666666666,3.3460000000000005,2.0366666666666666,2.254666666666667
LGST-8130,LGST-8130‐001,Legal and Transactional Aspects of Entrepreneurship,Cannot be taken Pass/Fail.,M,3:30p - 6:29p,"Full, 25 Aug - 3 Dec",Borghese,Borghese,1.0,3:30p,Full,3.334,3.456,2.674,2.35,3.480465116279071,3.590232558139535,2.7255813953488377,2.3295348837209304
LGST-8140,LGST-8140‐401,International Business Transactions in Industrialized and Emerging Economies,,MW,10:15a - 11:44a,"Full, 26 Aug - 8 Dec",Nichols,Nichols,1.0,10:15a,Full,2.55,2.925,1.915,1.64,2.55,2.925,1.915,1.6400000000000001
MGMT-6110,MGMT-6110‐001,Managing Established Enterprises,Cannot be taken Pass/Fail.,MW,8:30a - 9:59a,"Full, 25 Aug - 3 Dec",Pongeluppe,Pongeluppe,1.0,8:30a,Full,2.733,3.019,2.219,2.586,2.809333333333333,3.288666666666667,2.0073333333333334,2.478
MGMT-6110,MGMT-6110‐001,Managing Established Enterprises,Cannot be taken Pass/Fail.,MW,8:30a - 9:59a,"Full, 25 Aug - 3 Dec",Tranchero,Tranchero,1.0,8:30a,Full,2.733,3.019,2.219,2.586,3.1833333333333336,3.67,1.7333333333333334,1.9833333333333334
MGMT-6110,MGMT-6110‐002,Managing Established Enterprises,Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Full, 25 Aug - 3 Dec",Pongeluppe,Pongeluppe,1.0,10:15a,Full,2.733,3.019,2.219,2.586,2.809333333333333,3.288666666666667,2.0073333333333334,2.478
MGMT-6110,MGMT-6110‐002,Managing Established Enterprises,Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Full, 25 Aug - 3 Dec",Tranchero,Tranchero,1.0,10:15a,Full,2.733,3.019,2.219,2.586,3.1833333333333336,3.67,1.7333333333333334,1.9833333333333334
MGMT-6110,MGMT-6110‐003,Managing Established Enterprises,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Full, 25 Aug - 3 Dec",Pongeluppe,Pongeluppe,1.0,1:45p,Full,2.733,3.019,2.219,2.586,2.809333333333333,3.288666666666667,2.0073333333333334,2.478
MGMT-6110,MGMT-6110‐003,Managing Established Enterprises,Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Full, 25 Aug - 3 Dec",Tranchero,Tranchero,1.0,1:45p,Full,2.733,3.019,2.219,2.586,3.1833333333333336,3.67,1.7333333333333334,1.9833333333333334
MGMT-6120,MGMT-6120‐001,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,8:30a - 9:59a,"Full, 25 Aug - 3 Dec",Cameron,Cameron,1.0,8:30a,Full,2.616,2.929,2.094,2.421,2.4250000000000003,2.7716666666666665,1.9066666666666665,2.2216666666666667
MGMT-6120,MGMT-6120‐001,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,8:30a - 9:59a,"Full, 25 Aug - 3 Dec",Hernandez,Hernandez,1.0,8:30a,Full,2.616,2.929,2.094,2.421,2.8628571428571417,3.3185714285714285,2.1645714285714286,2.403714285714286
MGMT-6120,MGMT-6120‐001,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,8:30a - 9:59a,"Full, 25 Aug - 3 Dec",Hsu,Hsu,1.0,8:30a,Full,2.616,2.929,2.094,2.421,2.6180645161290323,2.8677419354838714,2.1270967741935483,2.468064516129032
MGMT-6120,MGMT-6120‐002,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 25 Aug - 3 Dec",Cameron,Cameron,1.0,10:15a,Full,2.616,2.929,2.094,2.421,2.4250000000000003,2.7716666666666665,1.9066666666666665,2.2216666666666667
MGMT-6120,MGMT-6120‐002,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 25 Aug - 3 Dec",Hernandez,Hernandez,1.0,10:15a,Full,2.616,2.929,2.094,2.421,2.8628571428571417,3.3185714285714285,2.1645714285714286,2.403714285714286
MGMT-6120,MGMT-6120‐002,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 25 Aug - 3 Dec",Hsu,Hsu,1.0,10:15a,Full,2.616,2.929,2.094,2.421,2.6180645161290323,2.8677419354838714,2.1270967741935483,2.468064516129032
MGMT-6120,MGMT-6120‐003,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Full, 25 Aug - 3 Dec",Cameron,Cameron,1.0,1:45p,Full,2.616,2.929,2.094,2.421,2.4250000000000003,2.7716666666666665,1.9066666666666665,2.2216666666666667
MGMT-6120,MGMT-6120‐003,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Full, 25 Aug - 3 Dec",Hernandez,Hernandez,1.0,1:45p,Full,2.616,2.929,2.094,2.421,2.8628571428571417,3.3185714285714285,2.1645714285714286,2.403714285714286
MGMT-6120,MGMT-6120‐003,Management of Emerging Enterprises,Cannot be taken Pass/Fail.,TR,1:45p - 3:14p,"Full, 25 Aug - 3 Dec",Hsu,Hsu,1.0,1:45p,Full,2.616,2.929,2.094,2.421,2.6180645161290323,2.8677419354838714,2.1270967741935483,2.468064516129032
MGMT-6240,MGMT-6240‐002,Leading Across Cultural and Relational Differences,,MW,3:30p - 4:59p,"Q2, 20 Oct - 3 Dec",Creary,Creary,0.5,3:30p,Q2,2.589,2.944,1.763,2.229,2.6509090909090913,3.0209090909090905,1.7709090909090905,2.2163636363636368
MGMT-6250,MGMT-6250‐002,"Corporate Governance, Executive Compensation and the Board",Cannot be taken Pass/Fail.,MW,10:15a - 11:44a,"Q2, 20 Oct - 3 Dec",Mcdonnell,Mcdonnell,0.5,10:15a,Q2,,,,,,,,
MGMT-6250,MGMT-6250‐004,"Corporate Governance, Executive Compensation and the Board",Cannot be taken Pass/Fail.,MW,1:45p - 3:14p,"Q2, 20 Oct - 3 Dec",Mcdonnell,Mcdonnell,0.5,1:45p,Q2,,,,,,,,
MGMT-6910,MGMT-6910‐411,Negotiations,Cannot be taken Pass/Fail.,TR,10:15a - 11:44a,"Full, 25 Aug - 3 Dec",Herrmann,Herrmann,1.0,10:15a,Full,3.074,3.086,1.896,2.053,3.3200000000000003,3.47625,1.785,2.15375
